Product_normalized	OriginalProducts	Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	DbXrefs
flagellar biosynthetic protein flip	flagellar biosynthetic protein FliP	contig_930	cds	66856	67623	+	MDNEJI_02703	fliP	SO:0001217, UniRef:UniRef50_A0A1N6X4U5, VFDB:VFC0204, VFDB:VFG001259
flagellar biosynthetic protein fliq	flagellar biosynthetic protein FliQ	contig_930	cds	67668	67937	+	MDNEJI_02704	fliQ	SO:0001217, UniRef:UniRef50_A0A3N5DV42, VFDB:VFC0204, VFDB:VFG001260
flagellar biosynthetic protein flir	flagellar biosynthetic protein FliR	contig_930	cds	67937	68713	+	MDNEJI_02705	fliR	SO:0001217, UniRef:UniRef50_Q9I3Q3, VFDB:VFC0204, VFDB:VFG001261
flagellar brake protein ycgr	Flagellar brake protein YcgR	contig_111	cds	213056	213805	+	MDNEJI_00223	ycgR	SO:0001217, UniRef:UniRef50_C3K0R6
flagellar hook protein flge	flagellar hook protein FlgE	contig_1352	cds	83683	85071	-	MDNEJI_05258	flgE	SO:0001217, UniRef:UniRef50_A0A423M772, VFDB:VFC0204, VFDB:VFG001238
flagellar hook-associated protein 1	Flagellar hook-associated protein 1	contig_1352	cds	76743	78791	-	MDNEJI_05252		SO:0001217, UniRef:UniRef50_A0A0U4WM01
flagellar hook-associated protein flgl	Flagellar hook-associated protein FlgL	contig_1352	cds	75403	76704	-	MDNEJI_05251	flgL	SO:0001217, UniRef:UniRef50_S6AUB0
flagellar hook-basal body complex protein flie	flagellar hook-basal body complex protein FliE	contig_1352	cds	55074	55403	-	MDNEJI_05232	fliE	SO:0001217, UniRef:UniRef50_A0A2E0WPL7, VFDB:VFC0204, VFDB:VFG001250
flagellar hook-length control protein flik	flagellar hook-length control protein FliK	contig_930	cds	62877	64160	+	MDNEJI_02698	fliK	VFDB:VFC0204, VFDB:VFG014473
flagellar hook-length control protein-like c-terminal domain-containing protein	Flagellar hook-length control protein-like C-terminal domain-containing protein	contig_930	cds	92190	93770	-	MDNEJI_02730		SO:0001217, UniRef:UniRef50_A6V822
flagellar l-ring protein pr	flagellar L-ring protein precursor FlgH	contig_1352	cds	81144	81839	-	MDNEJI_05255	flgH	SO:0001217, UniRef:UniRef50_Q52081, VFDB:VFC0204, VFDB:VFG001241
flagellar m-ring protein flif	flagellar M-ring protein FliF	contig_1352	cds	53255	55051	-	MDNEJI_05231	fliF	SO:0001217, UniRef:UniRef50_Q51463, VFDB:VFC0204, VFDB:VFG001251
flagellar motor protein	flagellar motor protein	contig_908;contig_930	cds	288048;289111;82909;83662	289091;289962;83649;84552	+;-	MDNEJI_02223;MDNEJI_02224;MDNEJI_02717;MDNEJI_02718	motA;motB;motC;motD	SO:0001217, UniRef:UniRef50_G3XD90, VFDB:VFC0204, VFDB:VFG014720;SO:0001217, UniRef:UniRef50_Q9HUL1, VFDB:VFC0204, VFDB:VFG014694;SO:0001217, UniRef:UniRef50_Q9HUL2, VFDB:VFC0204, VFDB:VFG014681;SO:0001217, UniRef:UniRef50_V5BZU1, VFDB:VFC0204, VFDB:VFG014707
flagellar motor switch protein flim	flagellar motor switch protein FliM	contig_930	cds	64933	65904	+	MDNEJI_02700	fliM	SO:0001217, UniRef:UniRef50_Q51465, VFDB:VFC0204, VFDB:VFG001256
flagellar motor switch protein flin	flagellar motor switch protein FliN	contig_930	cds	65932	66405	+	MDNEJI_02701	fliN	SO:0001217, UniRef:UniRef50_A0A657BCQ6, VFDB:VFC0204, VFDB:VFG001257
flagellar motor switch protein g	flagellar motor switch protein G	contig_1352	cds	52233	53249	-	MDNEJI_05230	fliG	SO:0001217, UniRef:UniRef50_A0A0K0SW94, VFDB:VFC0204, VFDB:VFG001252
flagellar p-ring protein pr	flagellar P-ring protein precursor FlgI	contig_1352	cds	80023	81132	-	MDNEJI_05254	flgI	SO:0001217, UniRef:UniRef50_A0A3M3WC90, VFDB:VFC0204, VFDB:VFG001242
flagellar protein filc	Flagellar protein FilC	contig_666	cds	102994	104019	+	MDNEJI_01209	filC	SO:0001217, UniRef:UniRef50_L0WAR1
flagellar protein flij	flagellar protein FliJ	contig_1352	cds	49623	50066	-	MDNEJI_05227	fliJ	SO:0001217, UniRef:UniRef50_A0A969XEC7, VFDB:VFC0204, VFDB:VFG001255
flagellar protein flil	Flagellar protein FliL	contig_974	cds	46868	47287	-	MDNEJI_03148	fliL	SO:0001217, UniRef:UniRef50_A0A3N4AUX3
flagellar protein flio	flagellar protein FliO	contig_930	cds	66407	66859	+	MDNEJI_02702	fliO	SO:0001217, UniRef:UniRef50_A0A2A2IWX5, VFDB:VFC0204, VFDB:VFG001258
flagellar protein flit	Flagellar protein FliT	contig_1041;contig_1352	cds	5448;60145	5696;60438	+;-	MDNEJI_04047;MDNEJI_05236	fliT	SO:0001217, UniRef:UniRef50_A0A2I0CRS6;SO:0001217, UniRef:UniRef50_A0A391NN62
flagellar protein moty	flagellar protein MotY	contig_1241	cds	149324	150289	-	MDNEJI_04868	motY	BlastRules:WP_003104269, SO:0001217, UniRef:UniRef50_A0A244EY06
flagellar rod assembly protein/muramidase flgj	flagellar rod assembly protein/muramidase FlgJ	contig_1352	cds	78810	80012	-	MDNEJI_05253	flgJ	VFDB:VFC0204, VFDB:VFG001243
flagellar s	Flagellar secretion chaperone FliS;Flagellar secretion chaperone FliSA	contig_1352	cds	60464;60903	60844;61301	-	MDNEJI_05237;MDNEJI_05238	fliS	SO:0001217, UniRef:UniRef50_A0A089YL52;SO:0001217, UniRef:UniRef50_O33422
flagellar synthesis regulator flen	flagellar synthesis regulator FleN	contig_930	cds	76341	77174	+	MDNEJI_02711	fleN	BlastRules:WP_003083064, SO:0001217, UniRef:UniRef50_G3XD64
flagellum-sp	flagellum-specific ATP synthase FliI	contig_1352	cds	50080	51435	-	MDNEJI_05228	fliI	SO:0001217, UniRef:UniRef50_A0A4Y8UX01, VFDB:VFC0204, VFDB:VFG001254
flavin prenyltransferase ubix	flavin prenyltransferase UbiX	contig_1130	cds	209679	210308	+	MDNEJI_04353	ubiX	BlastRules:WP_003093227, EC:2.5.1.129, SO:0001217, UniRef:UniRef50_Q9HX08
flavin reductase like domain-containing protein	Flavin reductase like domain-containing protein	contig_777	cds	145008	145616	+	MDNEJI_01476		SO:0001217, UniRef:UniRef50_Q9I381
flavin-binding monooxygenase	Flavin-binding monooxygenase	contig_333	cds	212646	214172	-	MDNEJI_00655		SO:0001217, UniRef:UniRef50_A0A1C9ZUU0
flavodoxin fldp	Flavodoxin FldP	contig_111	cds	35240	35794	+	MDNEJI_00056	fldP	SO:0001217, UniRef:UniRef50_A0A0H2ZDT7
flavodoxin-like domain-containing protein	Flavodoxin-like domain-containing protein	contig_1241	cds	64143	64595	-	MDNEJI_04793		SO:0001217, UniRef:UniRef50_A0A1I0UCR0
flavodoxin-like fold domain-containing protein	Flavodoxin-like fold domain-containing protein	contig_1352;contig_1574	cds	186702;390257	187292;390880	+	MDNEJI_05561;MDNEJI_06200		SO:0001217, UniRef:UniRef50_A0A3M3JAL4;SO:0001217, UniRef:UniRef50_A0A3M3UDN7
flavohemoglobin expression-modulating qegla motif protein	Flavohemoglobin expression-modulating QEGLA motif protein	contig_1241	cds	388711	390006	-	MDNEJI_05087		SO:0001217, UniRef:UniRef50_Q9HXU3
flavohemoprotein	Flavohemoprotein	contig_1574	cds	87906	89087	+	MDNEJI_06110		SO:0001217, UniRef:UniRef50_Q9I0H4
fluoride riboswitch aptamer (crcb rna motif)	Fluoride riboswitch aptamer (crcB RNA motif)	contig_444	ncRNA-region	120453	120515	-			RFAM:RF01734, SO:0000035
fluoride-sp	Fluoride-specific ion channel FluC	contig_444	cds	120005	120388	-	MDNEJI_00780	fluC	SO:0001217, UniRef:UniRef50_Q6FF10
fmn oxidoreductase	FMN oxidoreductase	contig_1241	cds	418394	419500	-	MDNEJI_05112		SO:0001217, UniRef:UniRef50_A0A2X2CNK0
fmn reductase	FMN reductase	contig_1685	cds	172321	172881	+	MDNEJI_06448		SO:0001217, UniRef:UniRef50_A0AA43KSG3
fmn reductase (nadph)	FMN reductase (NADPH)	contig_1241	cds	72410	73003	-	MDNEJI_04805		SO:0001217, UniRef:UniRef50_P80644
fmn riboswitch aptamer (rfn element)	FMN riboswitch aptamer (RFN element)	contig_1130	ncRNA-region	171547	171709	+			RFAM:RF00050, SO:0000035
fmn-dependent nadh-azoreductase azor1	FMN-dependent NADH-azoreductase AzoR1	contig_1796	cds	81294	81932	-	MDNEJI_06625	azoR1	BlastRules:WP_003114189, EC:1.7.1.17, SO:0001217, UniRef:UniRef50_Q9I5F3
fmn-dependent nadh-azoreductase azor2	FMN-dependent NADH-azoreductase AzoR2	contig_896	cds	85722	86330	-	MDNEJI_01740	azoR2	BlastRules:WP_003113473, EC:1.7.1.17, SO:0001217, UniRef:UniRef50_Q9I2E2
fmn-dependent nadh-azoreductase azor3	FMN-dependent NADH-azoreductase AzoR3	contig_111	cds	39053	39694	-	MDNEJI_00061	azoR3	BlastRules:WP_003114814, EC:1.7.1.17, SO:0001217, UniRef:UniRef50_Q9HZ17
fmnh2-dependent monooxygenase sfnc	putative FMNH2-dependent monooxygenase SfnC	contig_1685	cds	174066	175250	+	MDNEJI_06450	sfnC	SO:0001217, UniRef:UniRef50_Q845S8
fnlc	FnlC	contig_1019	cds	35505	36635	+	MDNEJI_03469	fnlC	SO:0001217, UniRef:UniRef50_A0A097I5C2
formaldehyde dehydrogenase, glutathione-independent	Formaldehyde dehydrogenase, glutathione-independent	contig_555	cds	146371	147570	-	MDNEJI_01033		SO:0001217, UniRef:UniRef50_C4WPF4
formamidopyrimidine-dna glycosylase	Formamidopyrimidine-DNA glycosylase	contig_1463	cds	300854	301666	-	MDNEJI_05915		SO:0001217, UniRef:UniRef50_Q9L7T2
formate dehydrogenase subunit alpha	Formate dehydrogenase subunit alpha	contig_908	cds	592931	595252	+	MDNEJI_02499		SO:0001217, UniRef:UniRef50_A0A512NDI3
formate dehydrogenase, cytochrome b556(fdo) subunit	Formate dehydrogenase, cytochrome b556(Fdo) subunit	contig_908	cds	124560	125186	-	MDNEJI_02072		SO:0001217, UniRef:UniRef50_A0A2R8CGM4
formate dehydrogenase, nitrate-inducible, major subunit	Formate dehydrogenase, nitrate-inducible, major subunit	contig_908	cds	126196	129276	-	MDNEJI_02074		SO:0001217, UniRef:UniRef50_P24183
formate transporter	Formate transporter	contig_1019	cds	524270	525226	+	MDNEJI_03955		SO:0001217, UniRef:UniRef50_A0A1Y0L9R0
formate-dependent phosphoribosylglycinamide formyltransferase	Formate-dependent phosphoribosylglycinamide formyltransferase	contig_1130	cds	506761	507942	+	MDNEJI_04637		SO:0001217, UniRef:UniRef50_B8GRA4
formimidoylglutamase	Formimidoylglutamase	contig_1019	cds	9914	10849	-	MDNEJI_03448		SO:0001217, UniRef:UniRef50_H2FYR7
formiminoglutamic iminohydrolase	Formiminoglutamic iminohydrolase	contig_908	cds	479534	480895	+	MDNEJI_02379		SO:0001217, UniRef:UniRef50_A0A085GEA5
formyltetrahydrofolate deformylase	Formyltetrahydrofolate deformylase	contig_444;contig_555	cds	147777;48574	148634;49425	-	MDNEJI_00709;MDNEJI_01034		SO:0001217, UniRef:UniRef50_A0A2A5RFG1;SO:0001217, UniRef:UniRef50_Q47WX7
fosa family fosfomycin resistance glutathione transferase	FosA family fosfomycin resistance glutathione transferase	contig_1352	cds	25360	25767	-	MDNEJI_05201	fosA	NCBIProtein:WP_003082280.1, SO:0001217, UniRef:UniRef50_A0A4P8SHZ2
fpvi	FpvI	contig_1685	cds	135927	136406	+	MDNEJI_06417	fpvI	SO:0001217, UniRef:UniRef50_Q9I193
fructose-1,6-bisphosphatase class 1	Fructose-1,6-bisphosphatase class 1	contig_908	cds	482541	483551	-	MDNEJI_02383		SO:0001217, UniRef:UniRef50_Q9HU73
fructose-1,6-bisphosphate aldolase	Fructose-1,6-bisphosphate aldolase	contig_1463	cds	92603	93667	-	MDNEJI_05715		SO:0001217, UniRef:UniRef50_A0A2P8VTN8
fumarate hydratase class i	Fumarate hydratase class I	contig_444	cds	67530	69053	+	MDNEJI_00728		SO:0001217, UniRef:UniRef50_A0A2G6C9Z7
fumarate hydratase class ii	Fumarate hydratase class II	contig_1352	cds	388870	390264	+	MDNEJI_05560		SO:0001217, UniRef:UniRef50_A0A5J6QDT1
fumarate hydratase class ii 2	Fumarate hydratase class II 2	contig_907	cds	128001	129377	+	MDNEJI_01918		SO:0001217, UniRef:UniRef50_Q51404
fumarate reductase flavoprotein subunit/ succinate dehydrogenase	Fumarate reductase flavoprotein subunit/ Succinate dehydrogenase	contig_1685	cds	240137	241861	+	MDNEJI_06503		SO:0001217, UniRef:UniRef50_B3RCH3
fumarate reductase subunit d	Fumarate reductase subunit D	contig_1346	cds	32	325	+	MDNEJI_05176		SO:0001217, UniRef:UniRef50_A0A7H4PR20
fumarylacetoacetase	fumarylacetoacetase	contig_896	cds	34948	36246	+	MDNEJI_01693		SO:0001217, UniRef:UniRef50_A0A173L291
fumarylacetoacetase-like c-terminal domain-containing protein	Fumarylacetoacetase-like C-terminal domain-containing protein	contig_1463	cds	344737	345402	-	MDNEJI_05956		SO:0001217, UniRef:UniRef50_A0A024HPA0
fusc family protein	FUSC family protein	contig_111;contig_1130;contig_1352;contig_1685;contig_919	cds	152494;355733;364782;45310;47919	154488;357928;366977;47349;50093	+;-	MDNEJI_00172;MDNEJI_02558;MDNEJI_04490;MDNEJI_05538;MDNEJI_06372		SO:0001217, UniRef:UniRef50_A0A024HCI8;SO:0001217, UniRef:UniRef50_A0A1L5PRX7;SO:0001217, UniRef:UniRef50_Q9HYT9;SO:0001217, UniRef:UniRef50_Q9I4A6
g domain-containing protein	G domain-containing protein	contig_1463	cds	315023	316402	+	MDNEJI_05928		SO:0001217, UniRef:UniRef50_J3EMH9
gaba permease	GABA permease	contig_222	cds	135515	136942	+	MDNEJI_00369		SO:0001217, UniRef:UniRef50_A0AA37RPK3
gabt rna	gabT RNA	contig_1463	ncRNA-region	402410	402474	-			RFAM:RF01738, SO:0005836
gaf domain-containing protein	GAF domain-containing protein	contig_1019	cds	391564;517141	392046;517608	+;-	MDNEJI_03808;MDNEJI_03946		SO:0001217, UniRef:UniRef50_A0A0C5E0F5;SO:0001217, UniRef:UniRef50_A0A809R1Z4
galactose-binding protein regulator	Galactose-binding protein regulator	contig_1574	cds	315543	316457	+	MDNEJI_06317		SO:0001217, UniRef:UniRef50_A0A377H516
gamma carbonic anhydrase family protein	Gamma carbonic anhydrase family protein	contig_1130	cds	506008	506532	+	MDNEJI_04635		SO:0001217, UniRef:UniRef50_A0A0D6JJ15
gamma-aminobutyraldehyde dehydrogenase 2	Gamma-aminobutyraldehyde dehydrogenase 2	contig_333	cds	207540	208964	-	MDNEJI_00651		SO:0001217, UniRef:UniRef50_A0A1W6KWW8
gamma-butyrobetaine hydroxylase-like n-terminal domain-containing protein	Gamma-butyrobetaine hydroxylase-like N-terminal domain-containing protein	contig_1685	cds	243491	243772	+	MDNEJI_06507		SO:0001217, UniRef:UniRef50_Q9I1I3
gamma-glutamyl phosphate reductase	Gamma-glutamyl phosphate reductase	contig_1130	cds	229207	230472	+	MDNEJI_04372		SO:0001217, UniRef:UniRef50_Q31IE5
gamma-glutamylcyclotransferase	Putative gamma-glutamylcyclotransferase	contig_1130	cds	50167	50493	-	MDNEJI_04210		SO:0001217, UniRef:UniRef50_A0A4U1BPH4
gamma-glutamylputrescine oxidoreductase	Gamma-glutamylputrescine oxidoreductase	contig_1019;contig_1241;contig_777;contig_885	cds	525277;55940;59944;60210;63157	526560;57346;61254;61529;64554	+;-	MDNEJI_01395;MDNEJI_01397;MDNEJI_01563;MDNEJI_03956;MDNEJI_04783		SO:0001217, UniRef:UniRef50_A0A5E6QGA9;SO:0001217, UniRef:UniRef50_A0A5E6R6S3;SO:0001217, UniRef:UniRef50_A0A5E7FJA9;SO:0001217, UniRef:UniRef50_A0A5E7WIA6;SO:0001217, UniRef:UniRef50_A0A8H2RIJ8
gamma-glutamyltransferase ywrd	Gamma-glutamyltransferase YwrD	contig_222	cds	93590	95206	-	MDNEJI_00334	ywrD	SO:0001217, UniRef:UniRef50_A0A6N3CW12
gatb/yqey domain-containing protein	GatB/YqeY domain-containing protein	contig_1463	cds	69329	69778	+	MDNEJI_05692		SO:0001217, UniRef:UniRef50_Q9I5V9
gbur	GbuR	contig_930	cds	39819	40712	+	MDNEJI_02679	gbuR	SO:0001217, UniRef:UniRef50_Q9I3S2
gdp-6-deoxy-d-mannose reductase	GDP-6-deoxy-D-mannose reductase	contig_555	cds	104464	105378	+	MDNEJI_00998	rmd	BlastRules:WP_003114107, EC:1.1.1.281, SO:0001217, UniRef:UniRef50_Q9HTB6
gdp-mannose 4,6-dehydratase	GDP-mannose 4,6-dehydratase	contig_555	cds	105375	106346	+	MDNEJI_00999		SO:0001217, UniRef:UniRef50_A0A554JY76
gdp-mannose 6-dehydrogenase	GDP-mannose 6-dehydrogenase	contig_1241	cds	166155	167465	+	MDNEJI_04882	algD	BlastRules:WP_003110461, EC:1.1.1.132, SO:0001217, UniRef:UniRef50_P11759
gdt1 family protein	GDT1 family protein	contig_952	cds	52759	53337	-	MDNEJI_02945		SO:0001217, UniRef:UniRef50_A0A095Z8I8
general s	General secretion pathway protein F;General secretion pathway protein GspK	contig_1574;contig_1796	cds	218320;81751	219534;82830	+;-	MDNEJI_06103;MDNEJI_06766	gspK	SO:0001217, UniRef:UniRef50_A0A0A1HS90;SO:0001217, UniRef:UniRef50_Q9I0G7
general stress protein 16u	General stress protein 16U	contig_1063	cds	6759	7337	-	MDNEJI_04110		SO:0001217, UniRef:UniRef50_P80875
general stress protein 18	General stress protein 18	contig_1130	cds	42247	42810	-	MDNEJI_04203		SO:0001217, UniRef:UniRef50_A0A5E6V4E0
general stress protein 39	General stress protein 39	contig_1019	cds	55723	56469	-	MDNEJI_03491		SO:0001217, UniRef:UniRef50_A0A1Y5RYS3
general stress protein 69	General stress protein 69	contig_1352	cds	26848	27837	+	MDNEJI_05203		SO:0001217, UniRef:UniRef50_A0A511HIN0
general substrate transporter	General substrate transporter	contig_896	cds	36966	38318	+	MDNEJI_01695		SO:0001217, UniRef:UniRef50_A0A379KPE4
gentisate 1,2-dioxygenase	Gentisate 1,2-dioxygenase	contig_1574	cds	314357	315418	-	MDNEJI_06316		SO:0001217, UniRef:UniRef50_A0A0D7M5M3
geranyl-coa carboxylase subunit apha	geranyl-CoA carboxylase subunit apha	contig_1019	cds	321324	323309	-	MDNEJI_03736	atuF	BlastRules:WP_003114736, BlastRules:WP_074979792, SO:0001217, UniRef:UniRef50_Q9HZV6
geranyl-coa carboxylase subunit beta	geranyl-CoA carboxylase subunit beta	contig_1019	cds	325447	327063	-	MDNEJI_03739	atuC	BlastRules:WP_003114738, BlastRules:WP_074979787, SO:0001217, UniRef:UniRef50_Q9HZV9
gfdt protein	GfdT protein	contig_896	cds	71935	73098	-	MDNEJI_01727	gfdT	SO:0001217, UniRef:UniRef50_A0A4R8G889
ggdef domain-containing protein	GGDEF domain-containing protein	contig_1018;contig_111;contig_885;contig_908	cds	123440;259479;5507;96717	124507;261359;6127;97076	+;-	MDNEJI_00120;MDNEJI_01619;MDNEJI_02196;MDNEJI_03395		SO:0001217, UniRef:UniRef50_A0A2A2E569;SO:0001217, UniRef:UniRef50_A0A2W5EYP4;SO:0001217, UniRef:UniRef50_A0A3D4NMR2;SO:0001217, UniRef:UniRef50_U2Z8C5
glcg protein	GlcG protein	contig_885;contig_930	cds	124783;19759	125214;20160	+	MDNEJI_01521;MDNEJI_02760	glcG	SO:0001217, UniRef:UniRef50_A0A0N0E2C7;SO:0001217, UniRef:UniRef50_A0A511URG2
globin domain-containing protein	Globin domain-containing protein	contig_1130	cds	269676	270068	-	MDNEJI_04411		SO:0001217, UniRef:UniRef50_Q9HX49
glucans biosynthesis glucosyltransferase h	Glucans biosynthesis glucosyltransferase H	contig_908	cds	444354	446939	-	MDNEJI_02350		SO:0001217, UniRef:UniRef50_Q8FIS3
glucans biosynthesis protein g	Glucans biosynthesis protein G	contig_908	cds	446932	448509	-	MDNEJI_02351		SO:0001217, UniRef:UniRef50_A0A4Q1HHQ1
glucarate dehydratase 1	Glucarate dehydratase 1	contig_1438	cds	142	375	-	MDNEJI_05614		SO:0001217, UniRef:UniRef50_A0A379SQR5
glucokinase	Glucokinase	contig_111	cds	7338	8333	-	MDNEJI_00024		SO:0001217, UniRef:UniRef50_Q9HZ46
gluconate 2-dehydrogenase cytochrome c subunit	Gluconate 2-dehydrogenase cytochrome c subunit	contig_985	cds	24332	25651	-	MDNEJI_03212		SO:0001217, UniRef:UniRef50_D8MWW6
gluconate 2-dehydrogenase gamma chain	Gluconate 2-dehydrogenase gamma chain	contig_985	cds	27441	28157	-	MDNEJI_03214		SO:0001217, UniRef:UniRef50_A0A7W5NI86
gluconate periplasmic binding protein with phosphoribosyltransferase domain, gnt i system	Gluconate periplasmic binding protein with phosphoribosyltransferase domain, GNT I system	contig_1463	cds	153812	154537	+	MDNEJI_05781		SO:0001217, UniRef:UniRef50_A0A653E044
gluconate permease	Gluconate permease	contig_1685	cds	209128	210480	-	MDNEJI_06480		SO:0001217, UniRef:UniRef50_Q9ZIJ1
gluconokinase	Gluconokinase	contig_1685	cds	210577	211098	-	MDNEJI_06481		SO:0001217, UniRef:UniRef50_A0A7C1WUY2
gluconolaconase	Gluconolaconase	contig_666	cds	81852	82850	+	MDNEJI_01186		SO:0001217, UniRef:UniRef50_Q9I2Z7
gluconolactonase	Gluconolactonase	contig_963	cds	74890	75951	+	MDNEJI_03077		SO:0001217, UniRef:UniRef50_A0A3M2RBB9
gluconolactonase ppgl	gluconolactonase PpgL	contig_1130	cds	9660	10826	-	MDNEJI_04175	ppgL	BlastRules:WP_003114725, SO:0001217, UniRef:UniRef50_A0A0F6U9D1
glucosamine 6-phosphate synthase protein	Glucosamine 6-phosphate synthase protein	contig_1130	cds	500988	502010	-	MDNEJI_04629		SO:0001217, UniRef:UniRef50_D8IWY5
glucose-1-phosphate thymidylyltransferase	Glucose-1-phosphate thymidylyltransferase	contig_908	cds	571027	571908	+	MDNEJI_02480		SO:0001217, UniRef:UniRef50_A0A9J7AK84
glucose-6-phosphate 1-dehydrogenase	Glucose-6-phosphate 1-dehydrogenase	contig_1019;contig_555	cds	125850;2248	127316;3717	+;-	MDNEJI_01014;MDNEJI_03440		SO:0001217, UniRef:UniRef50_A0A1L3I234;SO:0001217, UniRef:UniRef50_O68282
glucose-6-phosphate 1-epimerase	Putative glucose-6-phosphate 1-epimerase	contig_1019;contig_555	cds	145331;344	1195;146248	+;-	MDNEJI_01032;MDNEJI_03438		SO:0001217, UniRef:UniRef50_A0A072ZRA8;SO:0001217, UniRef:UniRef50_F6A9H3
glucose-6-phosphate isomerase 2	Glucose-6-phosphate isomerase 2	contig_908	cds	43679	45343	+	MDNEJI_01990		SO:0001217, UniRef:UniRef50_Q88DW7
glucose-methanol-choline oxidoreductase	Glucose-methanol-choline oxidoreductase	contig_333	cds	93456	95093	+	MDNEJI_00543		SO:0001217, UniRef:UniRef50_Q39GA7
glutamate 5-kinase	Glutamate 5-kinase	contig_907	cds	12867	13985	+	MDNEJI_01819		SO:0001217, UniRef:UniRef50_Q9HVL9
glutamate dehydrogenase	Glutamate dehydrogenase	contig_952	cds	110793	112130	+	MDNEJI_02989		SO:0001217, UniRef:UniRef50_W9TG90
glutamate racemase	Glutamate racemase	contig_952	cds	19655	20452	+	MDNEJI_02910		SO:0001217, UniRef:UniRef50_Q88PW2
glutamate synthase (nadph)	glutamate synthase (NADPH)	contig_1241	cds	239965	241575	+	MDNEJI_04945		SO:0001217, UniRef:UniRef50_A0A291GP87
glutamate synthase (nadph/nadh) large chain	Glutamate synthase (NADPH/NADH) large chain	contig_908	cds	397813	402258	-	MDNEJI_02307		SO:0001217, UniRef:UniRef50_A0A0P7Z4N4
glutamate synthase, small subunit	Glutamate synthase, small subunit	contig_908	cds	396351	397784	-	MDNEJI_02306		SO:0001217, UniRef:UniRef50_Q3SF93
glutamate transport atp-binding protein glua	Glutamate transport ATP-binding protein GluA	contig_963	cds	25849	26583	+	MDNEJI_03029	gluA	SO:0001217, UniRef:UniRef50_Q8RQL7
