# Annotated with Bakta								
# Software: v1.8.2								
"# Database: v5.0, light"								
# DOI: 10.1099/mgen.0.000685								
# URL: github.com/oschwengers/bakta								
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_257	cds	261609	262613	-	LLPFDG_08910	rpoS	RNA polymerase sigma factor RpoS	"SO:0001217, UniRef:UniRef50_A0A7D5IE15, VFDB:VFC0001, VFDB:VFG043648"
contig_257	cds	262718	263611	-	LLPFDG_08915	lysM	LysM domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A2E2K5X3"
contig_257	cds	263657	264325	-	LLPFDG_08920		Protein-L-isoaspartate O-methyltransferase 1	"SO:0001217, UniRef:UniRef50_Q3JCZ3"
contig_257	cds	264325	265074	-	LLPFDG_08925	surE	5'-nucleotidase SurE	"SO:0001217, UniRef:UniRef50_Q886L5"
contig_257	cds	265062	266129	-	LLPFDG_08930		tRNA pseudouridine synthase D	"SO:0001217, UniRef:UniRef50_Q9HY04"
contig_257	cds	266126	266599	-	LLPFDG_08935		"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"	"SO:0001217, UniRef:UniRef50_A4VJV0"
contig_257	cds	266670	267521	-	LLPFDG_08940		S-formylglutathione hydrolase	"SO:0001217, UniRef:UniRef50_A0A5J6Q395"
contig_257	cds	267575	268687	-	LLPFDG_08945		S-(hydroxymethyl)glutathione dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A376TJW9"
contig_257	cds	268819	269727	+	LLPFDG_08950	gfnR	glutathione-dependent formaldehyde neutralization regulator	"BlastRules:WP_003113868, SO:0001217, UniRef:UniRef50_A0A3M5MN24"
contig_257	cds	269803	271029	+	LLPFDG_08955		Inner membrane protein	"SO:0001217, UniRef:UniRef50_A0A376TFR5"
contig_257	cds	270995	271243	+	LLPFDG_08960		UPF0033 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q9HXZ8"
contig_257	cds	271304	272008	-	LLPFDG_08965		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	"SO:0001217, UniRef:UniRef50_P57707"
contig_257	cds	272028	272312	-	LLPFDG_08970	ftsB	Cell division protein FtsB	"SO:0001217, UniRef:UniRef50_Q9HXZ6"
contig_257	cds	272377	273666	-	LLPFDG_08975		Enolase	"SO:0001217, UniRef:UniRef50_A0A024HDT4"
contig_257	cds	273712	274557	-	LLPFDG_08980		2-dehydro-3-deoxyphosphooctonate aldolase	"SO:0001217, UniRef:UniRef50_B7H226"
contig_257	cds	274560	276188	-	LLPFDG_08985		CTP synthase	"SO:0001217, UniRef:UniRef50_O67353"
contig_257	cds	276359	277687	-	LLPFDG_08990		tRNA(Ile)-lysidine synthase	"SO:0001217, UniRef:UniRef50_Q886M6"
contig_257	cds	277757	278707	-	LLPFDG_08995		Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha	"SO:0001217, UniRef:UniRef50_Q65UI5"
contig_257	cds	278857	282378	-	LLPFDG_09000		DNA polymerase III subunit alpha	"SO:0001217, UniRef:UniRef50_Q9HXZ1"
contig_257	cds	282508	283923	-	LLPFDG_09005		Sodium:alanine symporter	"SO:0001217, UniRef:UniRef50_M4UAD5"
contig_257	cds	284140	284745	-	LLPFDG_09010		Ribonuclease HII	"SO:0001217, UniRef:UniRef50_Q9HXY9"
contig_257	cds	284745	285881	-	LLPFDG_09015		Lipid-A-disaccharide synthase	"SO:0001217, UniRef:UniRef50_P45011"
contig_257	cds	285885	286661	-	LLPFDG_09020		Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase	"SO:0001217, UniRef:UniRef50_A0A0D6EVY3"
contig_257	cds	286658	287098	-	LLPFDG_09025	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ	"SO:0001217, UniRef:UniRef50_Q886N2"
contig_257	cds	287144	288205	-	LLPFDG_09030		UDP-3-O-acylglucosamine N-acyltransferase	"SO:0001217, UniRef:UniRef50_Q88MH0"
contig_257	cds	288205	288711	-	LLPFDG_09035		Skp-like protein	"SO:0001217, UniRef:UniRef50_Q9HXY5"
contig_257	cds	288762	291155	-	LLPFDG_09040	bamA	Outer membrane protein assembly factor BamA	"SO:0001217, UniRef:UniRef50_A0A481QM17"
contig_257	cds	291226	292578	-	LLPFDG_09045	mucP	metalloprotease protease	"SO:0001217, UniRef:UniRef50_W9T999, VFDB:VFC0271, VFDB:VFG015000"
contig_257	cds	292604	293794	-	LLPFDG_09050		1-deoxy-D-xylulose 5-phosphate reductoisomerase	"SO:0001217, UniRef:UniRef50_Q88MH4"
contig_257	cds	293791	294606	-	LLPFDG_09055		Phosphatidate cytidylyltransferase	"SO:0001217, UniRef:UniRef50_A0A1H9VU86"
contig_257	cds	294600	295355	-	LLPFDG_09060		"Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)"	"SO:0001217, UniRef:UniRef50_Q9HXY2"
contig_257	cds	295371	295928	-	LLPFDG_09065		Ribosome-recycling factor	"SO:0001217, UniRef:UniRef50_Q4KHH3"
contig_257	cds	295931	296668	-	LLPFDG_09070		Uridylate kinase	"SO:0001217, UniRef:UniRef50_A0A7W0W2R7"
contig_257	cds	296867	297736	-	LLPFDG_09075		Elongation factor Ts	"SO:0001217, UniRef:UniRef50_A1U3Q3"
contig_257	cds	297867	298607	-	LLPFDG_09080		30S ribosomal protein S2	"SO:0001217, UniRef:UniRef50_A6T4X1"
contig_257	ncRNA	298629	298715	-	LLPFDG_09085	t44	t44 RNA	"RFAM:RF00127, SO:0000655"
contig_257	cds	298872	299657	+	LLPFDG_09090		Methionine aminopeptidase	"SO:0001217, UniRef:UniRef50_A0A2E7RNC3"
contig_257	cds	299824	302526	+	LLPFDG_09095		Bifunctional uridylyltransferase/uridylyl-removing enzyme	"SO:0001217, UniRef:UniRef50_Q9Z9H0"
contig_257	cds	302544	303752	+	LLPFDG_09100		"N-succinyldiaminopimelate aminotransferase, putative"	"SO:0001217, UniRef:UniRef50_Q0VQG0"
contig_257	cds	303802	305463	-	LLPFDG_09105		Na-H-Exchanger domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M3XYH1"
contig_257	cds	305785	306144	+	LLPFDG_09110		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A3S0KL10"
contig_257	cds	306407	307606	+	LLPFDG_09115		Core-binding (CB) domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A7W9WQJ5"
contig_257	cds	307603	308667	+	LLPFDG_09120		DUF1016 domain-containing protein	"SO:0001217, UniRef:UniRef50_A9BVV0"
contig_257	cds	309019	309528	+	LLPFDG_09125		MPN domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5P9C8L8"
contig_257	cds	309595	311898	-	LLPFDG_09130		AAA-13 domain-containing protein	"SO:0001217, UniRef:UniRef50_B8GSP5"
contig_257	cds	312444	313271	+	LLPFDG_09135		DUF945 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3F3GAQ7"
contig_257	cds	313352	315421	+	LLPFDG_09140	parB	Putative chromosome-partitioning protein ParB	"SO:0001217, UniRef:UniRef50_A0A6P2F3F9"
contig_257	cds	315483	315692	+	LLPFDG_09145		RES domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1E7RQI1"
contig_257	cds	316468	316782	+	LLPFDG_09150		DUF736 domain-containing protein	"SO:0001217, UniRef:UniRef50_V4P827"
contig_257	cds	317095	317388	-	LLPFDG_09155	pbsX	"Transcriptional regulator, PbsX family"	"SO:0001217, UniRef:UniRef50_U2FD14"
contig_257	cds	317706	318023	+	LLPFDG_09160		hypothetical protein	
contig_257	cds	318366	319136	+	LLPFDG_09165		DUF2285 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0C2MNS7"
contig_257	cds	319248	319532	+	LLPFDG_09170		HTH-17 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1C7BMP6"
contig_257	cds	319583	320404	+	LLPFDG_09175	repA	RepA replication protein	"SO:0001217, UniRef:UniRef50_A0A5A7MTI3"
contig_257	cds	320646	321284	+	LLPFDG_09180		Chromosome-partitioning ATPase Soj	"SO:0001217, UniRef:UniRef50_A0A3S4BT61"
contig_257	cds	321281	321544	+	LLPFDG_09185	parG	Plasmid segregation centromere-binding protein ParG	"SO:0001217, UniRef:UniRef50_A0A070A3C3"
contig_257	cds	321541	322098	+	LLPFDG_09190		Transposase	"SO:0001217, UniRef:UniRef50_A9IEW4"
contig_257	cds	322095	322682	+	LLPFDG_09195		Peptidase-S26 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6S7EVC2"
contig_257	cds	323131	325134	+	LLPFDG_09200		Type VI secretion protein	"SO:0001217, UniRef:UniRef50_B2FTG0"
contig_257	cds	325201	325896	-	LLPFDG_09205		ABC-trans-aux domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6G7LP70"
contig_257	cds	325893	326822	-	LLPFDG_09210	mlaD	MlaD domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6S7FKF0"
contig_257	cds	326914	327735	-	LLPFDG_09215		ABC transporter related protein	"SO:0001217, UniRef:UniRef50_Q2Y8K9"
contig_257	cds	327732	328850	-	LLPFDG_09220	mlaE	Intermembrane phospholipid transport system permease protein MlaE	"SO:0001217, UniRef:UniRef50_A0A379J0W3"
contig_257	cds	328886	329506	-	LLPFDG_09225		DUF3313 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1G6Z0L5"
contig_257	cds	329950	333054	-	LLPFDG_09230	sugE	Quaternary ammonium compound-resistance protein SugE	"SO:0001217, UniRef:UniRef50_A0A8D6KU27"
contig_257	cds	333079	334245	-	LLPFDG_09235		Efflux RND transporter periplasmic adaptor subunit	"SO:0001217, UniRef:UniRef50_A0A140S420"
contig_257	cds	334242	334883	-	LLPFDG_09240		HTH tetR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A6S7F463"
contig_257	cds	334984	336387	+	LLPFDG_09245	nodT	"putative efflux pump outer membrane protein ttgC,copper/silver efflux system outer membrane protein CusC,efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family,Outer membrane effl"	"SO:0001217, UniRef:UniRef50_A0A498RGQ1"
contig_257	cds	336481	337386	+	LLPFDG_09250	lysR	LysR family regulatory protein	"SO:0001217, UniRef:UniRef50_B4E788"
contig_257	cds	337741	338058	+	LLPFDG_09255	sugE	Quaternary ammonium compound-resistance protein SugE	"SO:0001217, UniRef:UniRef50_A0A4Q2E5N7"
contig_257	cds	338287	338523	-	LLPFDG_09260		Transposase	"SO:0001217, UniRef:UniRef50_A0A0U2ZN63"
contig_257	cds	338568	339098	-	LLPFDG_09265		Polyketide cyclase	"SO:0001217, UniRef:UniRef50_I9KZL6"
contig_257	cds	339380	340285	-	LLPFDG_09270		Putative transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A5E1AEM4"
contig_257	cds	340591	342588	+	LLPFDG_09275	traG	Conjugal transfer protein TraG	"SO:0001217, UniRef:UniRef50_A0A059E4C8"
contig_257	cds	342585	343061	+	LLPFDG_09280		hypothetical protein	PFAM:PF01402.24
contig_257	cds	343058	344128	+	LLPFDG_09285	trbB	Conjugal transfer protein trbB	"SO:0001217, UniRef:UniRef50_A0A090E6K1"
contig_257	cds	344125	344511	+	LLPFDG_09290	trbC	Conjugal transfer protein TrbC	"SO:0001217, UniRef:UniRef50_A0A059DSQ2"
contig_257	cds	344508	344777	+	LLPFDG_09295	trbD	Conjugal transfer protein TrbD	"SO:0001217, UniRef:UniRef50_D4Z5C0"
contig_257	cds	344790	347240	+	LLPFDG_09300	trbE	Conjugative transfer protein TrbE	"SO:0001217, UniRef:UniRef50_A0A0L0M934"
contig_257	cds	347237	347980	+	LLPFDG_09305	trbJ	P-type conjugative transfer protein TrbJ	"SO:0001217, UniRef:UniRef50_A0A7Y1JZH4"
contig_257	cds	347993	348319	+	LLPFDG_09310		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A6N8AVT5"
contig_257	cds	348316	349683	+	LLPFDG_09315	trbL	P-type conjugative transfer protein TrbL	"SO:0001217, UniRef:UniRef50_A0A7I8C1W2"
contig_257	cds	349702	350406	+	LLPFDG_09320		Conjugal transfer protein	"SO:0001217, UniRef:UniRef50_E0TFK0"
contig_257	cds	350403	351395	+	LLPFDG_09325	trbG	P-type conjugative transfer protein TrbG	"SO:0001217, UniRef:UniRef50_A0A512AK16"
contig_257	cds	351398	352678	+	LLPFDG_09330	trbI	Conjugal transfer protein TrbI	"SO:0001217, UniRef:UniRef50_A0A0E3UMR9"
contig_257	cds	352675	352920	+	LLPFDG_09335		DUF2274 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1E7RL37"
contig_257	cds	353451	353744	+	LLPFDG_09340		Prophage protein	"SO:0001217, UniRef:UniRef50_A0A072ZQP1"
contig_257	cds	353759	354112	-	LLPFDG_09345	ykgJ	YkgJ family cysteine cluster protein	"SO:0001217, UniRef:UniRef50_A0A1H0BPP3"
contig_257	cds	354415	354762	+	LLPFDG_09350		Arsenate reductase	"SO:0001217, UniRef:UniRef50_A0A833LHY0"
contig_257	cds	354775	355398	+	LLPFDG_09355	lysE	Lysine transporter LysE	"SO:0001217, UniRef:UniRef50_A0A024HDJ1"
contig_257	cds	355428	356462	+	LLPFDG_09360		"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase"	"SO:0001217, UniRef:UniRef50_A0A090IK99"
contig_257	cds	356557	357762	+	LLPFDG_09365		putative cysteine desulfurase	"SO:0001217, UniRef:UniRef50_Q9HXX3"
contig_257	cds	357759	358181	+	LLPFDG_09370	sufE	SufE domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HDC1"
contig_257	cds	358188	359168	-	LLPFDG_09375		DUF4340 domain-containing protein	"SO:0001217, UniRef:UniRef50_A6V1B9"
contig_257	cds	359172	361019	-	LLPFDG_09380		ABC-transp-aux domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A024HBY4"
contig_257	cds	361030	361764	-	LLPFDG_09385		ABC transporter permease	"SO:0001217, UniRef:UniRef50_A0A1V2JHL2"
contig_257	cds	361761	362684	-	LLPFDG_09390	yxlF	Putative ABC transporter ATP-binding protein YxlF	"SO:0001217, UniRef:UniRef50_A0A2N7R2P0"
contig_257	cds	362968	365472	+	LLPFDG_09395		Glycerol-3-phosphate acyltransferase	"SO:0001217, UniRef:UniRef50_A0A081NM54"
contig_257	cds	365615	366013	+	LLPFDG_09400		Lipoprotein	"SO:0001217, UniRef:UniRef50_A5W868"
contig_257	cds	366150	366830	+	LLPFDG_09405		DUF4197 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A3M5DWL8"
contig_257	cds	366871	369948	-	LLPFDG_09410	mexK	multidrug efflux RND transporter permease subunit MexK	"BlastRules:WP_003092464, SO:0001217, UniRef:UniRef50_V2U9R9"
contig_257	cds	369953	371056	-	LLPFDG_09415	mexJ	multidrug efflux RND transporter periplasmic adaptor subunit MexJ	"BlastRules:WP_003113855, SO:0001217, UniRef:UniRef50_A0A8H0Q6E9"
contig_257	cds	371152	371790	+	LLPFDG_09420	mexL	efflux system transcriptional repressor MexL	"BlastRules:WP_003092468, SO:0001217, UniRef:UniRef50_A0A8B3G6C0"
contig_257	cds	371797	373074	-	LLPFDG_09425		Cytochrome P450	"SO:0001217, UniRef:UniRef50_Q9HXW1"
contig_257	cds	373103	373888	-	LLPFDG_09430		Ribosomal RNA small subunit methyltransferase J	"SO:0001217, UniRef:UniRef50_Q88MQ7"
contig_257	cds	373944	374639	-	LLPFDG_09435		Extensin-like-C domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A5E6S0X0"
contig_257	cds	374644	375468	-	LLPFDG_09440		Methylisocitrate lyase	"SO:0001217, UniRef:UniRef50_A0A127MY36"
contig_257	cds	375540	376406	-	LLPFDG_09445		DUF72 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0D9AI58"
contig_257	cds	376425	376772	-	LLPFDG_09450		Flg-bbr-C domain-containing protein	"SO:0001217, UniRef:UniRef50_A4XXP2"
contig_257	cds	376846	377526	-	LLPFDG_09455	tsaB	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB	"SO:0001217, UniRef:UniRef50_A0A5E6VWK3"
contig_257	cds	377630	378277	-	LLPFDG_09460		Adenylate kinase	"SO:0001217, UniRef:UniRef50_Q3IKQ1"
contig_257	cds	378438	381074	-	LLPFDG_09465		Phosphoenolpyruvate carboxylase	"SO:0001217, UniRef:UniRef50_Q9HXV3"
contig_257	cds	381282	381626	+	LLPFDG_09470		Pilin assembly protein	"SO:0001217, UniRef:UniRef50_A0A0B7DDW3"
contig_257	cds	381635	382105	-	LLPFDG_09475		HTH merR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0U5GKS6"
contig_257	cds	382219	384441	+	LLPFDG_09480		Heavy metal translocating P-type ATPase	"SO:0001217, UniRef:UniRef50_A0A660NKY8"
contig_257	cds	384843	385247	+	LLPFDG_09485		hypothetical protein	
contig_257	cds	385296	386081	+	LLPFDG_09490		OmpA-like domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1A9KHD8"
contig_257	cds	386156	386677	-	LLPFDG_09495		O-acetyl-ADP-ribose deacetylase	"SO:0001217, UniRef:UniRef50_A0A1Y2Q7V8"
contig_257	cds	386674	386997	-	LLPFDG_09500		Lipoprotein	"SO:0001217, UniRef:UniRef50_A0A8I0KT31"
contig_257	cds	386994	387899	-	LLPFDG_09505		Hydrolase-4 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A4V3FWC7"
contig_257	cds	387896	388642	-	LLPFDG_09510		TIGR00266 family protein	"SO:0001217, UniRef:UniRef50_A3UBZ8"
contig_257	cds	388711	390006	-	LLPFDG_09515		Flavohemoglobin expression-modulating QEGLA motif protein	"SO:0001217, UniRef:UniRef50_A0A0D6BDN4"
contig_257	cds	390015	390566	-	LLPFDG_09520		Lipoprotein	"SO:0001217, UniRef:UniRef50_F6ACT0"
contig_257	cds	390663	391376	-	LLPFDG_09525		HTH tetR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_J2NR03"
contig_257	cds	391588	393093	-	LLPFDG_09530		Lysine--tRNA ligase	"SO:0001217, UniRef:UniRef50_A4XXQ6"
contig_257	cds	393272	394174	-	LLPFDG_09535		Peptide chain release factor 2	"SO:0001217, UniRef:UniRef50_A0A521E6S6"
contig_257	cds	394490	395533	-	LLPFDG_09540	wspR	Wsp signal transduction system regulator diguanylate cyclase WspR	"BlastRules:WP_003103734, BlastRules:WP_029615556, SO:0001217, UniRef:UniRef50_A0A6G8NIU4"
contig_257	cds	395641	396648	-	LLPFDG_09545	wspF	Wsp signal transduction system protein-glutamate methylesterase WspF	"BlastRules:WP_003092534, BlastRules:WP_010952586, SO:0001217, UniRef:UniRef50_Q9HXT8"
contig_257	cds	396645	398954	-	LLPFDG_09550	wspE	Wsp signal transduction system sensor histidine kinase WspE	"BlastRules:WP_003103736, SO:0001217, UniRef:UniRef50_A0A5E7GLG1"
contig_257	cds	398951	399640	-	LLPFDG_09555		CheW-like domain-containing protein	"SO:0001217, UniRef:UniRef50_S6BM43"
contig_257	cds	399633	400901	-	LLPFDG_09560		protein-glutamate O-methyltransferase	"SO:0001217, UniRef:UniRef50_A0A1E5XEJ9"
contig_257	cds	400898	401407	-	LLPFDG_09565		CheW-like domain-containing protein	"SO:0001217, UniRef:UniRef50_U3GGX6"
contig_257	cds	401418	403046	-	LLPFDG_09570	wspA	Wsp signal transduction system chemoreceptor WspA	"BlastRules:WP_003113844, SO:0001217, UniRef:UniRef50_A0A6S7BCX3"
contig_257	cds	403313	404932	-	LLPFDG_09575		MFS transporter	"SO:0001217, UniRef:UniRef50_A0A0Q6D7K6"
contig_257	cds	405041	406714	-	LLPFDG_09580		Choline dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A257KH48"
contig_257	cds	406886	407791	+	LLPFDG_09585		HTH lysR-type domain-containing protein	"SO:0001217, UniRef:UniRef50_N2J7U4"
contig_257	cds	407828	408523	-	LLPFDG_09590	terB	Tellurite resistance TerB family protein	"SO:0001217, UniRef:UniRef50_I1DVH8"
contig_257	cds	408845	410707	+	LLPFDG_09595		SER-THR-PHOSPHATASE domain-containing protein	"SO:0001217, UniRef:UniRef50_J3IXX4"
contig_257	cds	411031	411672	+	LLPFDG_09600		DNA-binding response regulator	"SO:0001217, UniRef:UniRef50_A0A1Q8EJC3"
contig_257	cds	411793	412596	+	LLPFDG_09605		Multidrug ABC transporter ATPase	"SO:0001217, UniRef:UniRef50_A6V155"
contig_257	cds	412675	414375	-	LLPFDG_09610		WG repeat-containing protein	"SO:0001217, UniRef:UniRef50_A0A1C7C8Z0"
contig_257	cds	414586	414927	+	LLPFDG_09615		Peptidyl-prolyl cis-trans isomerase	"SO:0001217, UniRef:UniRef50_A0A071L0R6"
contig_257	cds	415014	416255	-	LLPFDG_09620		MFS domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1W5DI34"
contig_257	cds	416572	416997	-	LLPFDG_09625		hypothetical protein	
contig_257	cds	417201	417842	+	LLPFDG_09630	nalC	efflux system transcriptional repressor NalC	"BlastRules:WP_003113837, SO:0001217, UniRef:UniRef50_A0A0A8RB27"
contig_257	cds	417855	418205	-	LLPFDG_09635		HAMP domain-containing histidine kinase	"SO:0001217, UniRef:UniRef50_A0A024HBN6"
contig_257	cds	418394	419500	-	LLPFDG_09640		NADPH dehydrogenase	"SO:0001217, UniRef:UniRef50_A0A398B1X7"
contig_257	cds	419670	421166	-	LLPFDG_09645	lasB	M4 family elastase LasB	"BlastRules:WP_003113835, SO:0001217, UniRef:UniRef50_A0A1G9GYK7"
contig_257	cds	421453	423168	-	LLPFDG_09650	recJ	Single-stranded-DNA-specific exonuclease RecJ	"SO:0001217, UniRef:UniRef50_A0A2G6D9W9"
contig_257	cds	423212	423751	-	LLPFDG_09655	yaeQ	YaeQ family protein	"SO:0001217, UniRef:UniRef50_A0A0F4TJ41"
contig_257	cds	423858	424550	-	LLPFDG_09660		PLD phosphodiesterase domain-containing protein	"SO:0001217, UniRef:UniRef50_U3B876"
contig_257	cds	424569	429809	-	LLPFDG_09665		AAA domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A7U9HM80"
contig_257	cds	429959	432025	-	LLPFDG_09670		Flotillin family protein	"SO:0001217, UniRef:UniRef50_A0A3M6R4W3"
contig_257	cds	432061	432702	-	LLPFDG_09675		DUF1449 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A0D7E4U8"
contig_257	cds	432758	433297	-	LLPFDG_09680		hypothetical protein	
contig_257	cds	433512	433736	-	LLPFDG_09685	marR	MarR family transcriptional regulator	"SO:0001217, UniRef:UniRef50_A0A0S4L2Y7"
contig_257	cds	433815	434102	-	LLPFDG_09690		CdiI-2 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q6TM47"
contig_257	cds	434099	435247	-	LLPFDG_09695		Glycoprotein	"SO:0001217, UniRef:UniRef50_Q6TM48"
contig_257	cds	435244	437451	-	LLPFDG_09700		Phage-tail-3 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q6TM49"
contig_257	cds	437441	437659	-	LLPFDG_09705		hypothetical protein	
contig_257	cds	437656	437895	-	LLPFDG_09710		Secreted protein	"SO:0001217, UniRef:UniRef50_A0A485EL22"
contig_257	cds	437904	438725	-	LLPFDG_09715		Phage-BR0599 domain-containing protein	"SO:0001217, UniRef:UniRef50_Q6TM52"
contig_257	cds	438715	440418	-	LLPFDG_09720		hypothetical protein	"SO:0001217, UniRef:UniRef50_UPI00104E4875"
contig_257	cds	440418	441341	-	LLPFDG_09725		Virion structural protein	"SO:0001217, UniRef:UniRef50_Q6TM54"
contig_257	cds	441343	442299	-	LLPFDG_09730		Virion structural protein	"SO:0001217, UniRef:UniRef50_A0A0S4L083"
contig_257	cds	442307	444217	-	LLPFDG_09735		hypothetical protein	PFAM:PF09718.13
contig_260	cds	63	365	-	LLPFDG_09740		hypothetical protein	
contig_262	cds	101	358	-	LLPFDG_09745		hypothetical protein	
contig_266	cds	100	411	+	LLPFDG_09750		hypothetical protein	PFAM:PF01035.23
contig_268	cds	523	831	-	LLPFDG_09755		DUF2087 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A096AIE6"
contig_268	cds	821	1210	-	LLPFDG_09760		DUF2730 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1V0BGN4"
contig_268	cds	1214	1825	-	LLPFDG_09765		Lysis protein	"SO:0001217, UniRef:UniRef50_A0A8B4ZLY4"
contig_268	cds	1812	2009	-	LLPFDG_09770		Secreted protein	"SO:0001217, UniRef:UniRef50_A0A1B8TES4"
contig_268	cds	2006	2527	-	LLPFDG_09775		Lytic transglycosylase	"SO:0001217, UniRef:UniRef50_A0A1B9L795"
contig_269	cds	96	410	-	LLPFDG_09780		hypothetical protein	
contig_271	cds	218	412	-	LLPFDG_09785		hypothetical protein	
contig_277	cds	16	408	+	LLPFDG_09790		hypothetical protein	PFAM:PF01613.21
contig_279	cds	523	831	-	LLPFDG_09795		DUF2087 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A096AIE6"
contig_279	cds	821	1210	-	LLPFDG_09800		DUF2730 domain-containing protein	"SO:0001217, UniRef:UniRef50_A0A1V0BGN4"
contig_279	cds	1214	1825	-	LLPFDG_09805		Lysis protein	"SO:0001217, UniRef:UniRef50_A0A8B4ZLY4"
contig_279	cds	1812	2009	-	LLPFDG_09810		Secreted protein	"SO:0001217, UniRef:UniRef50_A0A1B8TES4"
contig_279	cds	2006	2527	-	LLPFDG_09815		Lytic transglycosylase	"SO:0001217, UniRef:UniRef50_A0A1B9L795"
contig_281	cds	7	144	+	LLPFDG_09820		hypothetical protein	
contig_282	cds	204	413	-	LLPFDG_09825		hypothetical protein	PFAM:PF00120.27
contig_288	cds	22	399	+	LLPFDG_09830	cpxR	Copper-sensing two-component system response regulator CpxR	"SO:0001217, UniRef:UniRef50_K8B222"
