# Annotated with Bakta
# Software: v1.11.3
# Database: v6.0, light
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_908	cds	329259	329906	-	MDNEJI_02255	296.0	5.6e-101	0.926	0.896	0.754	UniRef:UniRef50_A0A0C5E1F3
contig_908	cds	329983	331074	-	MDNEJI_02256	678.0	9.9e-247	0.915	0.853	0.997	UniRef:UniRef50_A0A024HQ22
contig_908	cds	331248	333194	+	MDNEJI_02257	852.0	5.6e-306	1.0	0.936	0.664	UniRef:UniRef50_A0A3P5WET6
contig_908	cds	333272	333871	+	MDNEJI_02258	319.0	2.9e-110	0.910	0.823	0.829	UniRef:UniRef50_A0A0C5E3Y7
contig_908	cds	333920	335197	-	MDNEJI_02259	634.0	4.0e-227	1.007	0.924	0.757	UniRef:UniRef50_F6AKP2
contig_908	cds	335233	336117	-	MDNEJI_02260	414.0	7.8e-145	1.0	0.942	0.714	UniRef:UniRef50_A0A3M3DZB1
contig_908	cds	336202	336534	+	MDNEJI_02261	110.0	1.5e-30	0.982	0.806	0.611	UniRef:UniRef50_Q8P826
contig_908	cds	336595	337770	+	MDNEJI_02262	486.0	4.9e-170	0.995	0.933	0.625	UniRef:UniRef50_Q9HUH4
contig_908	cds	337767	338579	+	MDNEJI_02263	282.0	1.6e-93	0.956	0.869	0.589	UniRef:UniRef50_W6M3Y8
contig_908	cds	338748	339668	+	MDNEJI_02264	498.0	4.3e-177	0.993	0.874	0.799	UniRef:UniRef50_A0A1H0N0G8
contig_908	cds	339693	340901	-	MDNEJI_02265	470.0	3.4e-163	1.077	0.993	0.591	UniRef:UniRef50_A0A1A9GNA3
contig_908	cds	340950	342233	-	MDNEJI_02266	477.0	1.3e-165	1.012	0.984	0.579	UniRef:UniRef50_A0A7U7EL62
contig_908	cds	342367	343791	-	MDNEJI_02267	580.0	4.0e-204	1.008	0.934	0.657	UniRef:UniRef50_A6W0Z9
contig_908	cds	343832	345643	-	MDNEJI_02268	959.0	0.0	0.983	0.880	0.850	UniRef:UniRef50_Q9HUG8
contig_908	cds	345751	346401	+	MDNEJI_02269	204.0	1.2e-64	0.880	0.856	0.547	UniRef:UniRef50_A0A916H2F7
contig_908	cds	346409	347614	+	MDNEJI_02270	614.0	4.7e-220	0.970	0.874	0.774	UniRef:UniRef50_Q9HUG6
contig_908	cds	347633	348517	-	MDNEJI_02271	397.0	5.4e-138	0.980	0.923	0.674	UniRef:UniRef50_Q9HUG5
contig_908	cds	348678	349634	-	MDNEJI_02272	631.0	7.4e-230	1.0	0.933	1.0	UniRef:UniRef50_Q9HUG4
contig_908	cds	349707	351125	-	MDNEJI_02273	617.0	2.3e-218	0.983	0.866	0.679	UniRef:UniRef50_A0A7Z6Y1I0
contig_908	cds	351129	352025	-	MDNEJI_02274	412.0	1.1e-143	1.0	0.925	0.664	UniRef:UniRef50_Q9HUG2
contig_908	cds	352019	353155	-	MDNEJI_02275	706.0	1.1e-256	1.151	1.0	0.855	UniRef:UniRef50_A0A5E6Z0P8
contig_908	cds	353139	354896	-	MDNEJI_02276	1053.0	0.0	0.990	0.960	0.857	UniRef:UniRef50_A0A0F4V1N1
contig_908	cds	355000	356478	-	MDNEJI_02277	587.0	1.6e-206	0.994	0.950	0.638	UniRef:UniRef50_A0A5E6W4N8
contig_908	cds	356475	357233	-	MDNEJI_02278	311.0	6.8e-106	0.968	0.942	0.627	UniRef:UniRef50_A0A3R8U822
contig_908	cds	357230	357964	-	MDNEJI_02279	286.0	6.3e-96	1.037	0.958	0.561	UniRef:UniRef50_A0A1I4T2C7
contig_908	cds	357964	358770	-	MDNEJI_02280	418.0	5.2e-147	0.985	0.857	0.788	UniRef:UniRef50_Q9HUF7
contig_908	cds	358767	359888	-	MDNEJI_02281	446.0	1.1e-154	0.992	0.887	0.589	UniRef:UniRef50_A0A2R4BS10
contig_908	cds	359885	360952	-	MDNEJI_02282	457.0	2.8e-159	1.054	0.926	0.647	UniRef:UniRef50_B4F130
contig_908	cds	360949	361986	-	MDNEJI_02283	584.0	5.6e-210	0.994	0.875	0.819	UniRef:UniRef50_G3XD35
contig_908	cds	362046	362969	-	MDNEJI_02284	411.0	5.3e-143	1.0	0.882	0.622	UniRef:UniRef50_B8KUK8
contig_908	cds	363025	365973	-	MDNEJI_02285	1398.0	0.0	1.045	0.994	0.721	UniRef:UniRef50_Q9HUF4
contig_908	cds	366255	368903	+	MDNEJI_02286	1613.0	0.0	1.0	0.933	0.880	UniRef:UniRef50_A0A932EY31
contig_908	cds	369048	370691	+	MDNEJI_02287	693.0	6.1e-245	1.011	0.810	0.682	UniRef:UniRef50_Q59638
contig_908	cds	371109	373808	+	MDNEJI_02288	1214.0	0.0	0.999	0.965	0.698	UniRef:UniRef50_Q9HUF2
contig_908	cds	373902	374549	+	MDNEJI_02289	320.0	5.5e-110	1.0	0.824	0.712	UniRef:UniRef50_Q9HUF1
contig_908	cds	374553	375389	-	MDNEJI_02290	421.0	3.9e-148	1.0	0.917	0.730	UniRef:UniRef50_A0A1H2G909
contig_908	cds	375691	377493	+	MDNEJI_02291	957.0	0.0	1.150	1.0	0.717	UniRef:UniRef50_A0A5E6P7M7
contig_908	cds	377786	379528	+	MDNEJI_02292	905.0	0.0	0.986	0.875	0.811	UniRef:UniRef50_Q87KV8
contig_908	cds	379620	382976	+	MDNEJI_02293	1265.0	0.0	0.998	0.886	0.628	UniRef:UniRef50_A0A024HQC7
contig_908	cds	383043	384503	+	MDNEJI_02294	533.0	5.6e-186	0.990	0.972	0.565	UniRef:UniRef50_A0A0K1XF91
contig_908	cds	384654	385628	+	MDNEJI_02295	415.0	3.0e-144	0.991	0.925	0.651	UniRef:UniRef50_C1DHP5
contig_908	cds	385765	387042	+	MDNEJI_02296	572.0	1.3e-201	1.205	0.985	0.592	UniRef:UniRef50_B8CTE4
contig_908	cds	387133	387585	+	MDNEJI_02297	214.0	2.1e-70	0.967	0.901	0.779	UniRef:UniRef50_Q9HUE3
contig_908	cds	387698	388513	+	MDNEJI_02298	-	-	-	-	-	-
contig_908	cds	388535	389302	-	MDNEJI_02299	439.0	2.3e-155	1.0	0.839	0.839	UniRef:UniRef50_A0A379KGE4
contig_908	cds	389393	390298	-	MDNEJI_02300	383.0	2.5e-132	0.987	0.937	0.660	UniRef:UniRef50_A0A1C3K1A7
contig_908	cds	390474	391790	+	MDNEJI_02301	810.0	7.1e-296	1.0	0.876	0.995	UniRef:UniRef50_A0A0T9M3A6
contig_908	cds	391818	392747	-	MDNEJI_02302	339.0	1.4e-114	0.994	0.906	0.596	UniRef:UniRef50_A0A0E1VUC7
contig_908	cds	392859	393932	+	MDNEJI_02303	657.0	3.0e-239	1.006	1.0	0.967	UniRef:UniRef50_A0A0F7R0Z3
contig_908	cds	394006	394986	+	MDNEJI_02304	293.0	3.3e-96	1.0	0.948	0.985	UniRef:UniRef50_Q9HUD6
contig_908	cds	395107	396174	-	MDNEJI_02305	488.0	6.9e-172	0.997	0.944	0.678	UniRef:UniRef50_A9KCZ5
contig_908	cds	396351	397784	-	MDNEJI_02306	675.0	6.5e-242	1.010	0.980	0.703	UniRef:UniRef50_Q3SF93
contig_908	cds	397813	402258	-	MDNEJI_02307	1934.0	0.0	1.002	0.971	0.651	UniRef:UniRef50_A0A0P7Z4N4
contig_908	ncRNA	402419	402480	-	MDNEJI_02308	95.3	3.2e-18	-	-	-	RFAM:RF01678
contig_908	cds	402483	404150	-	MDNEJI_02309	539.0	2.1e-185	1.022	0.940	0.617	UniRef:UniRef50_A0A3M3EIR1
contig_908	cds	404157	405263	-	MDNEJI_02310	724.0	3.0e-264	1.0	0.874	0.992	UniRef:UniRef50_P34002
contig_908	cds	405313	405831	-	MDNEJI_02311	199.0	1.4e-63	0.971	0.843	0.617	UniRef:UniRef50_P34003
contig_908	cds	405843	407987	-	MDNEJI_02312	759.0	4.7e-267	1.035	0.976	0.556	UniRef:UniRef50_P34750
contig_908	cds	408041	408565	-	MDNEJI_02313	342.0	2.1e-120	1.0	0.902	1.0	UniRef:UniRef50_G3XCX7
contig_908	cds	408562	409185	-	MDNEJI_02314	325.0	1.6e-112	0.995	0.928	0.830	UniRef:UniRef50_A0A1I3ICA9
contig_908	cds	409182	409778	-	MDNEJI_02315	294.0	2.7e-100	0.944	0.827	0.818	UniRef:UniRef50_G3XD30
contig_908	cds	409778	410842	-	MDNEJI_02316	570.0	3.2e-204	1.076	1.0	0.816	UniRef:UniRef50_G3XD28
contig_908	ncRNA	411003	411296	-	MDNEJI_02317	360.0	6.9e-55	-	-	-	RFAM:RF02812
contig_908	cds	411027	413498	+	MDNEJI_02318	1193.0	0.0	1.004	0.941	0.723	UniRef:UniRef50_A0A5E7GLJ1
contig_908	cds	413594	414862	-	MDNEJI_02319	573.0	6.3e-204	0.974	0.995	0.701	UniRef:UniRef50_A0A831P806
contig_908	cds	414965	416404	-	MDNEJI_02320	919.0	0.0	1.073	1.0	0.926	UniRef:UniRef50_Q9HUD2
contig_908	cds	416401	417168	-	MDNEJI_02321	296.0	1.7e-99	1.0	0.951	0.612	UniRef:UniRef50_A0A6L5BY85
contig_908	cds	417228	417443	-	MDNEJI_02322	97.8	6.6e-27	1.0	0.922	0.606	UniRef:UniRef50_Q7MH61
contig_908	cds	417619	419838	+	MDNEJI_02323	1090.0	0.0	0.997	0.911	0.737	UniRef:UniRef50_A4VH03
contig_908	cds	420087	421850	+	MDNEJI_02324	857.0	0.0	1.0	0.888	0.746	UniRef:UniRef50_Q9HUC8
contig_908	cds	421885	422580	+	MDNEJI_02325	329.0	3.2e-114	0.835	0.995	0.984	UniRef:UniRef50_UPI0006506154
contig_908	cds	422699	423232	+	MDNEJI_02326	205.0	7.8e-66	0.977	0.844	0.595	UniRef:UniRef50_P39070
contig_908	cds	423261	424604	+	MDNEJI_02327	575.0	3.3e-202	1.018	0.832	0.659	UniRef:UniRef50_Q7VUJ9
contig_908	cds	424699	425070	+	MDNEJI_02328	138.0	2.1e-41	0.911	0.824	0.589	UniRef:UniRef50_A0A4Y4EXQ2
contig_908	cds	425489	427168	+	MDNEJI_02329	914.0	0.0	0.986	0.928	0.784	UniRef:UniRef50_A0A5E7CAF3
contig_908	cds	427321	428178	+	MDNEJI_02330	289.0	6.9e-96	0.944	0.882	0.524	UniRef:UniRef50_A0A375FTP3
contig_908	cds	428482	430164	+	MDNEJI_02331	665.0	5.3e-235	0.963	0.907	0.575	UniRef:UniRef50_A0A5E7CAF3
contig_908	cds	430220	430837	+	MDNEJI_02332	318.0	1.2e-109	0.990	0.910	0.764	UniRef:UniRef50_A0A0C5DQR3
contig_908	cds	430881	431783	-	MDNEJI_02333	-	-	-	-	-	-
contig_908	cds	431794	432210	-	MDNEJI_02334	133.0	4.3e-39	1.007	0.979	0.561	UniRef:UniRef50_F6AGR0
contig_908	cds	432354	432629	-	MDNEJI_02335	111.0	7.4e-32	0.989	0.978	0.589	UniRef:UniRef50_A0A3M3EIK7
contig_908	cds	432765	433535	+	MDNEJI_02336	317.0	1.3e-107	0.949	0.832	0.663	UniRef:UniRef50_Q2KUG1
contig_908	cds	433550	434176	+	MDNEJI_02337	248.0	7.2e-82	0.928	0.850	0.642	UniRef:UniRef50_W9T5C7
contig_908	cds	434173	435774	+	MDNEJI_02338	690.0	2.0e-246	1.011	1.013	0.685	UniRef:UniRef50_A0A2N1IIH1
contig_908	cds	435890	436294	+	MDNEJI_02339	176.0	1.6e-56	0.866	0.991	0.690	UniRef:UniRef50_A0A916PZH2
contig_908	cds	436287	436622	+	MDNEJI_02340	134.0	4.1e-40	0.964	0.805	0.654	UniRef:UniRef50_Q88D14
contig_908	cds	436648	436896	+	MDNEJI_02341	117.0	2.4e-34	1.073	1.0	0.727	UniRef:UniRef50_A0A1G5NII9
contig_908	cds	436910	437323	+	MDNEJI_02342	-	-	-	-	-	-
contig_908	cds	437320	438123	+	MDNEJI_02343	428.0	9.3e-151	1.004	0.856	0.825	UniRef:UniRef50_P54085
contig_908	cds	438120	438827	+	MDNEJI_02344	279.0	3.4e-93	1.0	0.858	0.617	UniRef:UniRef50_K0AY49
contig_908	cds	439039	440982	+	MDNEJI_02345	892.0	0.0	1.011	1.0	0.963	UniRef:UniRef50_Q9HUB1
contig_908	cds	441092	441553	+	MDNEJI_02346	310.0	2.4e-108	1.0	0.968	1.0	UniRef:UniRef50_Q9HUB0
contig_908	cds	441561	442295	-	MDNEJI_02347	276.0	2.4e-91	1.0	0.819	0.602	UniRef:UniRef50_D0VWX4
contig_908	cds	442288	443250	-	MDNEJI_02348	448.0	2.8e-157	0.994	0.922	0.780	UniRef:UniRef50_A0A5E7ALJ8
contig_908	cds	443316	444116	-	MDNEJI_02349	458.0	1.4e-163	1.0	1.011	0.861	UniRef:UniRef50_A0A7U7EIW1
contig_908	cds	444354	446939	-	MDNEJI_02350	1097.0	0.0	0.994	0.978	0.668	UniRef:UniRef50_Q8FIS3
contig_908	cds	446932	448509	-	MDNEJI_02351	662.0	7.2e-235	0.968	0.906	0.638	UniRef:UniRef50_A0A4Q1HHQ1
contig_908	cds	448966	449403	-	MDNEJI_02352	157.0	2.8e-48	0.993	0.889	0.590	UniRef:UniRef50_P58533
contig_908	cds	449400	450371	-	MDNEJI_02353	405.0	3.2e-140	0.975	0.916	0.578	UniRef:UniRef50_A0A109L5U3
contig_908	cds	450553	451029	+	MDNEJI_02354	318.0	2.4e-111	1.051	1.0	0.946	UniRef:UniRef50_Q9HUA2
contig_908	cds	451034	451933	-	MDNEJI_02355	458.0	3.7e-162	0.943	0.887	0.819	UniRef:UniRef50_A0AA40P947
contig_908	cds	451976	452326	-	MDNEJI_02356	164.0	1.2e-51	0.991	0.885	0.757	UniRef:UniRef50_A0A485AHK9
contig_908	cds	452351	453601	-	MDNEJI_02357	507.0	4.2e-177	0.952	0.834	0.641	UniRef:UniRef50_Q9HU99
contig_908	cds	453714	454622	+	MDNEJI_02358	549.0	2.1e-197	0.957	0.828	1.0	UniRef:UniRef50_A0A3M3ESY1
contig_908	cds	454685	455506	-	MDNEJI_02359	320.0	2.6e-109	0.846	1.0	0.874	UniRef:UniRef50_UPI001CD19A8B
contig_908	cds	455563	456441	-	MDNEJI_02360	275.0	2.9e-90	0.986	0.963	0.514	UniRef:UniRef50_Q9HU95
contig_908	cds	456441	457262	-	MDNEJI_02361	360.0	5.6e-125	0.835	0.987	0.969	UniRef:UniRef50_UPI001CD19A8B
contig_908	cds	457320	459557	-	MDNEJI_02362	946.0	0.0	1.007	1.003	0.632	UniRef:UniRef50_Q9HU94
contig_908	cds	459554	461926	-	MDNEJI_02363	813.0	3.3e-288	0.828	0.958	0.719	UniRef:UniRef50_A0A9X2C7M4
contig_908	cds	462197	462997	-	MDNEJI_02364	540.0	4.5e-195	1.0	0.821	0.989	UniRef:UniRef50_O31201
contig_908	cds	462990	464198	-	MDNEJI_02365	448.0	4.6e-154	0.955	0.819	0.617	UniRef:UniRef50_Q9HU91
contig_908	cds	464195	465727	-	MDNEJI_02366	752.0	7.0e-271	0.967	0.884	0.787	UniRef:UniRef50_A0A1G7WPY4
contig_908	cds	465724	466554	-	MDNEJI_02367	341.0	3.4e-116	0.967	0.845	0.644	UniRef:UniRef50_A0A6M8M6Y5
contig_908	cds	466551	467402	-	MDNEJI_02368	347.0	2.3e-118	0.968	0.813	0.697	UniRef:UniRef50_A0AAJ5T7P8
contig_908	cds	467427	468395	-	MDNEJI_02369	518.0	2.6e-184	1.0	0.859	0.761	UniRef:UniRef50_A0A3M3EIM8
contig_908	cds	468513	469916	-	MDNEJI_02370	578.0	1.0e-202	0.989	0.822	0.636	UniRef:UniRef50_A0A239VA44
contig_908	cds	469979	471508	-	MDNEJI_02371	624.0	2.9e-220	1.004	0.912	0.675	UniRef:UniRef50_Q8XW29
contig_908	cds	471605	473047	-	MDNEJI_02372	591.0	5.8e-209	0.940	0.926	0.654	UniRef:UniRef50_N9Q5L5
contig_908	cds	473155	474834	-	MDNEJI_02373	1010.0	0.0	0.991	0.991	0.886	UniRef:UniRef50_Q5L084
contig_908	cds	475160	475957	-	MDNEJI_02374	457.0	4.6e-163	0.891	0.849	0.979	UniRef:UniRef50_Q9HU82
contig_908	cds	475976	476914	-	MDNEJI_02375	347.0	1.2e-117	0.994	0.904	0.561	UniRef:UniRef50_A0A1H8XGT2
contig_908	cds	476930	477982	-	MDNEJI_02376	387.0	9.7e-132	0.977	0.844	0.532	UniRef:UniRef50_Q9HU80
contig_908	cds	478094	478684	-	MDNEJI_02377	206.0	6.0e-66	0.990	0.937	0.567	UniRef:UniRef50_P24696
contig_908	cds	478681	479433	-	MDNEJI_02378	316.0	2.3e-107	0.956	0.839	0.665	UniRef:UniRef50_A0A068QUM4
contig_908	cds	479534	480895	+	MDNEJI_02379	489.0	2.2e-169	1.042	0.973	0.544	UniRef:UniRef50_A0A085GEA5
contig_908	cds	481038	481607	-	MDNEJI_02380	221.0	2.6e-72	0.910	0.882	0.610	UniRef:UniRef50_S6B1H1
contig_908	cds	481604	481861	-	MDNEJI_02381	135.0	1.8e-41	0.976	0.830	0.759	UniRef:UniRef50_Q9HU75
contig_908	cds	481934	482536	-	MDNEJI_02382	223.0	1.2e-72	1.0	0.948	0.555	UniRef:UniRef50_A0AAD1B1V7
contig_908	cds	482541	483551	-	MDNEJI_02383	600.0	5.5e-216	0.994	0.801	0.889	UniRef:UniRef50_Q9HU73
contig_908	cds	483691	484221	-	MDNEJI_02384	356.0	5.9e-126	1.0	0.941	0.977	UniRef:UniRef50_Q9HU72
contig_908	cds	484375	486315	-	MDNEJI_02385	811.0	2.9e-290	0.986	0.951	0.647	UniRef:UniRef50_P40604
contig_908	cds	486424	487818	-	MDNEJI_02386	422.0	4.0e-143	0.991	1.007	0.504	UniRef:UniRef50_F6AHE5
contig_908	cds	487815	491420	-	MDNEJI_02387	1311.0	0.0	1.057	1.007	0.602	UniRef:UniRef50_Q9HU70
contig_908	cds	491559	492143	-	MDNEJI_02388	260.0	5.2e-87	1.0	0.866	0.680	UniRef:UniRef50_A0A291PCB0
contig_908	cds	492227	492652	+	MDNEJI_02389	131.0	2.5e-38	0.887	0.899	0.592	UniRef:UniRef50_A0A6N3UMX5
contig_908	cds	492736	494553	-	MDNEJI_02390	731.0	1.2e-258	0.995	0.865	0.613	UniRef:UniRef50_Q9HU67
contig_908	cds	494770	496224	-	MDNEJI_02391	728.0	1.4e-261	1.0	0.867	0.754	UniRef:UniRef50_Q9HU66
contig_908	cds	496561	497970	+	MDNEJI_02392	633.0	9.7e-226	0.987	0.975	0.661	UniRef:UniRef50_A0A7V8WL33
contig_908	cds	498118	498522	+	MDNEJI_02393	-	-	-	-	-	-
contig_908	cds	498519	500771	-	MDNEJI_02394	823.0	6.9e-292	0.931	0.918	0.643	UniRef:UniRef50_M4X4F9
contig_908	cds	501014	501535	+	MDNEJI_02395	190.0	2.0e-60	0.971	0.913	0.607	UniRef:UniRef50_A0A1S1GC61
contig_908	cds	501532	502104	+	MDNEJI_02396	207.0	8.3e-67	0.958	0.929	0.626	UniRef:UniRef50_A0A024HPE4
contig_908	cds	502375	503451	+	MDNEJI_02397	412.0	1.2e-141	1.0	0.911	0.598	UniRef:UniRef50_A0A5S9MNU6
contig_908	cds	503454	504884	+	MDNEJI_02398	548.0	7.4e-192	1.042	0.976	0.613	UniRef:UniRef50_A0A519ZKQ6
contig_908	ncRNA	505283	505442	+	MDNEJI_02399	201.3	9.7e-32	-	-	-	RFAM:RF02404
contig_908	ncRNA	505618	505853	+	MDNEJI_02400	278.7	1.1e-41	-	-	-	RFAM:RF02695
contig_908	cds	505841	506191	-	MDNEJI_02401	-	-	-	-	-	-
contig_908	cds	506307	506768	+	MDNEJI_02402	205.0	5.9e-67	0.980	0.909	0.667	UniRef:UniRef50_Q21LN7
contig_908	cds	506827	507318	-	MDNEJI_02403	182.0	1.9e-57	0.975	0.883	0.566	UniRef:UniRef50_A7MX74
contig_908	cds	507355	507609	-	MDNEJI_02404	120.0	3.0e-35	0.952	0.808	0.663	UniRef:UniRef50_A0A109L8U7
contig_908	cds	507611	508201	-	MDNEJI_02405	350.0	7.4e-123	0.949	0.944	1.0	UniRef:UniRef50_A0A3M5EUQ4
contig_908	cds	508355	509902	+	MDNEJI_02406	668.0	4.6e-238	1.027	0.994	0.629	UniRef:UniRef50_Q83BH2
contig_908	cds	510217	511035	+	MDNEJI_02407	317.0	3.6e-107	0.993	0.885	0.619	UniRef:UniRef50_Q9HU52
contig_908	cds	511035	512471	+	MDNEJI_02408	441.0	1.6e-149	0.958	0.877	0.635	UniRef:UniRef50_Q9HU51
contig_908	cds	512500	513810	+	MDNEJI_02409	498.0	6.8e-173	0.927	0.806	0.653	UniRef:UniRef50_A0A8H8XM10
contig_908	cds	513810	514583	+	MDNEJI_02410	275.0	3.9e-91	0.953	0.921	0.592	UniRef:UniRef50_A0A1H9IH86
contig_908	cds	514652	516133	+	MDNEJI_02411	990.0	0.0	0.976	0.941	1.0	UniRef:UniRef50_A0A679GV06
contig_908	cds	516174	516929	-	MDNEJI_02412	278.0	8.1e-93	0.936	0.900	0.617	UniRef:UniRef50_A0A1G5NQU3
contig_908	cds	517079	517831	-	MDNEJI_02413	355.0	9.5e-123	0.960	0.848	0.733	UniRef:UniRef50_Q9HU47
contig_908	cds	517922	518668	-	MDNEJI_02414	321.0	1.4e-109	0.940	0.893	0.670	UniRef:UniRef50_Q9HU45
contig_908	cds	518840	519610	-	MDNEJI_02415	471.0	3.9e-168	1.0	0.815	0.930	UniRef:UniRef50_Q63Q92
contig_908	cds	519621	520358	-	MDNEJI_02416	326.0	1.9e-111	1.102	0.993	0.648	UniRef:UniRef50_Q31E65
contig_908	cds	520407	520667	-	MDNEJI_02417	96.7	4.6e-26	0.953	0.943	0.585	UniRef:UniRef50_A0A653UIZ3
contig_908	cds	520671	521309	-	MDNEJI_02418	261.0	3.8e-87	1.009	0.951	0.621	UniRef:UniRef50_A0A5S9N9A5
contig_908	cds	521309	521902	-	MDNEJI_02419	271.0	2.5e-91	1.0	0.868	0.685	UniRef:UniRef50_Q88R45
contig_908	cds	522063	522461	+	MDNEJI_02420	182.0	3.4e-58	1.0	0.863	0.727	UniRef:UniRef50_Q9HU40
contig_908	cds	522498	522734	+	MDNEJI_02421	92.4	1.8e-24	0.974	0.835	0.605	UniRef:UniRef50_A0A2G6L328
contig_908	cds	522731	523837	+	MDNEJI_02422	544.0	1.4e-193	0.989	0.926	0.747	UniRef:UniRef50_A0A3S4RQV0
contig_908	cds	523931	526183	+	MDNEJI_02423	897.0	0.0	1.004	0.944	0.635	UniRef:UniRef50_U2ZLE4
contig_908	cds	526180	527247	+	MDNEJI_02424	578.0	2.5e-207	0.992	0.914	0.798	UniRef:UniRef50_Q9HU37
contig_908	cds	527291	527563	+	MDNEJI_02425	154.0	1.1e-48	0.989	0.989	0.764	UniRef:UniRef50_Q3KJJ3
contig_908	cds	527591	528673	+	MDNEJI_02426	368.0	6.6e-124	0.961	0.818	0.561	UniRef:UniRef50_A0A486KVA6
contig_908	tRNA	528787	528862	+	MDNEJI_02427	84.7	-	-	-	-	-
contig_908	cds	529027	529476	+	MDNEJI_02428	281.0	4.0e-97	0.993	0.876	1.0	UniRef:UniRef50_A0A8D4C4V2
contig_908	cds	529463	530671	+	MDNEJI_02429	-	-	-	-	-	-
contig_908	cds	531686	531988	-	MDNEJI_02430	-	-	-	-	-	-
contig_908	cds	532637	533785	+	MDNEJI_02431	322.0	6.5e-107	0.814	0.978	0.666	UniRef:UniRef50_UPI00093D5ABA
contig_908	cds	533800	536562	+	MDNEJI_02432	1239.0	0.0	0.802	1.0	0.984	UniRef:UniRef50_UPI0015C55305
contig_908	cds	536965	537201	-	MDNEJI_02433	-	-	-	-	-	-
contig_908	cds	537201	537470	-	MDNEJI_02434	-	-	-	-	-	-
contig_908	cds	537521	537763	+	MDNEJI_02435	-	-	-	-	-	-
contig_908	cds	538223	538729	+	MDNEJI_02436	206.0	8.1e-67	0.929	0.876	0.622	UniRef:UniRef50_A0A2R8CJ69
contig_908	cds	539316	539615	-	MDNEJI_02437	200.0	1.3e-66	1.0	0.943	0.970	UniRef:UniRef50_A0A448BU83
contig_908	cds	539720	540538	-	MDNEJI_02438	457.0	7.1e-163	1.0	0.965	1.0	UniRef:UniRef50_A0A9X7JHJ8
contig_908	cds	540795	541091	-	MDNEJI_02439	127.0	1.7e-37	0.980	0.821	0.688	UniRef:UniRef50_A0A7V8JFL6
contig_908	cds	541091	542641	-	MDNEJI_02440	972.0	0.0	0.961	0.807	1.0	UniRef:UniRef50_S6AWF2
contig_908	cds	542638	543012	-	MDNEJI_02441	155.0	4.0e-48	0.960	0.832	0.571	UniRef:UniRef50_A0A9W6NFT3
contig_908	cds	543009	543299	-	MDNEJI_02442	202.0	1.5e-67	1.0	1.0	1.0	UniRef:UniRef50_A0A2R4BGA0
contig_908	cds	543302	543607	-	MDNEJI_02443	192.0	1.2e-63	1.069	1.0	0.917	UniRef:UniRef50_A0A2R3ILZ2
contig_908	cds	543604	543873	-	MDNEJI_02444	-	-	-	-	-	-
contig_908	cds	543870	544103	-	MDNEJI_02445	-	-	-	-	-	-
contig_908	cds	544096	544344	-	MDNEJI_02446	120.0	1.0e-35	0.890	0.820	0.849	UniRef:UniRef50_A0A1B8T7K9
contig_908	ncRNA	544398	544483	-	MDNEJI_02447	75.8	4.4e-12	-	-	-	RFAM:RF01695
contig_908	ncRNA	544542	544594	-	MDNEJI_02448	53.1	3.2e-08	-	-	-	RFAM:RF03163
contig_908	cds	544620	544844	-	MDNEJI_02449	60.1	5.5e-12	0.878	0.903	0.508	UniRef:UniRef50_A0A0F2NYH0
contig_908	cds	544956	545858	-	MDNEJI_02450	-	-	-	-	-	-
contig_908	ncRNA	545883	545950	-	MDNEJI_02451	54.5	3.8e-08	-	-	-	RFAM:RF02996
contig_908	cds	546236	546973	-	MDNEJI_02452	254.0	9.8e-83	1.0	0.831	0.543	UniRef:UniRef50_A0A069Q155
contig_908	cds	547132	547821	+	MDNEJI_02453	288.0	3.8e-97	0.921	0.847	0.687	UniRef:UniRef50_F6AHM2
contig_908	cds	548070	548843	+	MDNEJI_02454	328.0	1.1e-111	0.977	0.857	0.665	UniRef:UniRef50_B9K015
contig_908	cds	548858	549610	+	MDNEJI_02455	350.0	1.8e-120	1.020	0.842	0.698	UniRef:UniRef50_U5T4U0
contig_908	cds	549672	550367	+	MDNEJI_02456	248.0	3.7e-81	0.978	0.904	0.575	UniRef:UniRef50_U5T4C1
contig_908	cds	550364	551056	+	MDNEJI_02457	221.0	1.9e-70	0.952	0.808	0.548	UniRef:UniRef50_A0A5E6SZY5
contig_908	cds	551125	552345	+	MDNEJI_02458	523.0	2.9e-184	0.973	0.932	0.668	UniRef:UniRef50_A0A9X1VZD5
contig_908	cds	552749	553219	+	MDNEJI_02459	291.0	5.8e-101	0.994	0.917	0.987	UniRef:UniRef50_A0A1H0K576
contig_908	cds	553223	554701	+	MDNEJI_02460	441.0	2.3e-149	0.963	0.913	0.519	UniRef:UniRef50_A0A099CT66
contig_908	cds	554716	555900	+	MDNEJI_02461	528.0	4.4e-187	0.992	0.997	0.703	UniRef:UniRef50_A0A0P9RN07
contig_908	cds	555911	557440	+	MDNEJI_02462	788.0	3.2e-284	0.988	0.825	0.761	UniRef:UniRef50_Q8PAS7
contig_908	tRNA	557514	557589	+	MDNEJI_02463	87.0	-	-	-	-	-
contig_908	cds	558439	559191	-	MDNEJI_02464	451.0	2.5e-161	1.0	1.0	0.984	UniRef:UniRef50_A0A9P1R1Q4
